numero;nom;plan_eau;municipalite;mrc;categorie;lat;lon;url_fiche
X0001963;Petit-Lac-Vlimeux, Barrage du;Vlimeux, Petit lac / Vlimeux, Ruisseau;Saint-Roch-de-Mékinac;Mékinac;Petit barrage;46.854917;-72.699333;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0001964;nan;Croche, Lac / Trib.46D.48M.53S.-72D.31M.24S.;Sainte-Thècle;Mékinac;Forte contenance;46.820594;-72.516197;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0001965;nan;Traverse, Lac / Envies, Rivière des;Sainte-Thècle;Mékinac;Forte contenance;46.838289;-72.536378;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0001966;nan;Aqueduc, Ruisseau de l';Sainte-Thècle;Mékinac;Faible contenance;46.842816;-72.552588;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0001967;nan;Aqueduc, Ruisseau de l';Sainte-Thècle;Mékinac;Faible contenance;46.843372;-72.552033;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0001968;nan;Aqueduc, Ruisseau de l';Sainte-Thècle;Mékinac;Faible contenance;46.843649;-72.551755;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0001969;nan;Jésuite, Lac du / Envies, Rivière des;Sainte-Thècle;Mékinac;Forte contenance;46.858094;-72.572311;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0001970;nan;Trib.46D.55M.50S.-72D.41M.27S.;Trois-Rives;Mékinac;Faible contenance;46.934205;-72.688983;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0001971;Mékinac, Barrage;Mékinac, Lac / Mékinac, Rivière;Trois-Rives;Mékinac;Forte contenance;46.975316;-72.653981;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0001972;nan;Attraction, Lac / Trib.46D.52M.13S.-72D.52M.08S.;Trois-Rives;Mékinac;Petit barrage;46.898373;-72.880102;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0001973;nan;Trib.46D.52M.13S.-72D.52M.08S.;Trois-Rives;Mékinac;Faible contenance;46.883373;-72.862046;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0001974;nan;Château, Lac / Château, Ruisseau;Trois-Rives;Mékinac;Petit barrage;46.907539;-72.799543;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0001975;nan;Trib.47D.42M.49S.-72D.39M.32S.;Trois-Rives;Mékinac;Petit barrage;47.112542;-72.895932;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0001976;Boucher, Barrage;Boucher, Lac / Boucher, Rivière;Trois-Rives;Mékinac;Forte contenance;47.053095;-72.768152;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0001977;nan;Dickey, Lac / Petite Rivière, La;Trois-Rives;Mékinac;Forte contenance;47.080597;-72.867321;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0001978;Saint-Michel, Barrage;Saint-Michel, Lac / Boucher, Rivière;Trois-Rives;Mékinac;Forte contenance;47.015039;-72.772874;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0001979;Thom, Barrage;Thom, Lac / Bouchard, Crique;Trois-Rives;Mékinac;Faible contenance;46.928422;-72.637675;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0001980;Fou, Barrage;Fou, Lac / Fou, Ruisseau;Trois-Rives;Mékinac;Forte contenance;46.991139;-72.715333;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0001981;Hackett, Barrage du;Hackett, Lac / Îles, Ruisseau des;Lac-Masketsi;Mékinac;Forte contenance;47.097261;-72.451191;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0001982;Paul-Bertrand, Barrage;Groleau, Lac des / Saint-Arnaud, Ruisseau;Lac-Masketsi;Mékinac;Faible contenance;47.134205;-72.539529;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0001983;Rivière-aux-Eaux-Mortes, Barrage de la;Eaux Mortes, Rivière aux;Lac-Masketsi;Mékinac;Forte contenance;47.085594;-72.588699;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0001984;Ours, Barrage à l';Ours, Lac à l' / Eaux Mortes, Rivière aux;Lac-Masketsi;Mékinac;Forte contenance;47.069861;-72.540917;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0001985;Suève-2, Barrage;Suève, Lac / Îles, Ruisseau des;Lac-Masketsi;Mékinac;Forte contenance;47.044483;-72.493139;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0001987;Calau, Barrage;Calau, Lac / Îles, Ruisseau des;Lac-Masketsi;Mékinac;Faible contenance;47.039206;-72.499806;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0001988;Aigles, Barrage des;Aigles, Lac des / Trib.47D.00M.17S.-73D.23M.44S.;Lac-Normand;Mékinac;Forte contenance;47.011056;-73.402861;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0001989;Howe, Barrage;Brown, Ruisseau;Lac-Normand;Mékinac;Forte contenance;46.942917;-73.182944;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0001991;Dunbar, Barrage;Dunbar, Lac / Castor Noir, Ruisseau du;Lac-Normand;Mékinac;Petit barrage;46.948653;-73.110666;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0001993;Normand, Barrage du;Normand, Lac / Trib.47D.05M.52S.-73D.17M.15S.;Lac-Normand;Mékinac;Forte contenance;47.083656;-73.264005;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0001994;Clelan, Barrage;Clelan, Lac / Trib.47D.04M.24S.-73D.30M.23S.;Lac-Normand;Mékinac;Forte contenance;47.083472;-73.503389;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0001995;Télescope, Barrage;Télescope, Lac / Trib.47D.04M.24S.-73D.30M.23S.;Lac-Normand;Mékinac;Forte contenance;47.102268;-73.498735;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0001997;Livernois, Barrage;Livernois, Rivière;Lac-Normand;Mékinac;Forte contenance;47.230306;-73.416278;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0001998;Popelo, Barrage;Milieu, Lac du / Livernois, Rivière;Lac-Normand;Mékinac;Petit barrage;47.177267;-73.38873;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002000;Cantara, Barrage;Cantara, Lac / Aigles, Rivière des;Lac-Normand;Mékinac;Petit barrage;47.002639;-73.379175;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002001;Robert, Barrage;Robert, Lac / Picardie, Ruisseau;Lac-Normand;Mékinac;Petit barrage;47.237508;-73.540719;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002002;Anhinga, Barrage de l';Anhinga, Lac de l' / Picardie, Ruisseau;Lac-Normand;Mékinac;Faible contenance;47.214467;-73.563728;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002003;Équerre, Barrage à l';Équerre, Lac à l' / Picard, Rivière;Lac-Normand;Mékinac;Petit barrage;47.172569;-73.639794;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002004;Bocage, Barrage du;Bocage, Lac du / Israël, Ruisseau;Lac-Normand;Mékinac;Faible contenance;47.342267;-73.58135;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002005;Maringouins, Barrage des;Maringouins, Lac des / Trib.46D.59M.12S.-73D.04M.59S.;Lac-Normand;Mékinac;Faible contenance;46.984969;-73.070825;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002006;Roc-Causacouta, Barrage;Roc-Causacouta, Lac / Trib.47D.09M.25S.-73D.36M.18S.;Lac-Normand;Mékinac;Forte contenance;47.155022;-73.601664;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002007;Hébert, Barrage;Castor Noir, Ruisseau du;Lac-Normand;Mékinac;Faible contenance;47.040806;-73.289656;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002008;Lynx, Barrage du;Lynx, Lac du / Trib.45D.58M.02S.-73D.07M.03S.;Lac-Normand;Mékinac;Faible contenance;46.970403;-73.121567;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002009;Polette, Barrage;Polette, Lac / Trib.47D.09M.15S.-73D.00M.26S.;Lac-Normand;Mékinac;Petit barrage;47.151417;-73.003;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002010;Éveline, Barrage;Éveline, Lac / Trib.46D.54M.36S.-73D.09M.58S.;Lac-Normand;Mékinac;Forte contenance;46.909994;-73.167717;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002011;Goulet, Barrage;Dupuis, Lac / Goulet, Rivière;Lac-Normand;Mékinac;Forte contenance;47.331136;-73.750933;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002012;Valade, Barrage;Valade, Lac / Trib.47D.17M.41S.-73D.47M.38S.;Lac-Normand;Mékinac;Petit barrage;47.312844;-73.833397;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002013;Louis-Gill, Barrage;Louis-Gill, Lac / Savane, Rivière de la;Rivière-de-la-Savane;Mékinac;Forte contenance;47.195239;-73.784897;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002014;Roland, Barrage;Roland, Lac / Pin Rouge, Ruisseau du;Rivière-de-la-Savane;Mékinac;Forte contenance;47.213722;-73.845292;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002015;Baie, Barrage de la;Baie, Lac de la / Vermillon, Rivière;Rivière-de-la-Savane;Mékinac;Forte contenance;47.187222;-73.943194;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002016;Catinon, Barrage;Catinon, Lac / Savane, Rivière de la;Rivière-de-la-Savane;Mékinac;Forte contenance;47.088261;-73.665481;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002017;Chaussées, Barrage des;Chaussées, Lac des / Trib.47D.01M.19S.-73D.33M.29S.;Rivière-de-la-Savane;Mékinac;Petit barrage;47.016289;-73.563017;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002018;Nature, Barrage;Nature, Lac / Trib.46D.53M.02S.-73D.15M.04S.;Rivière-de-la-Savane;Mékinac;Petit barrage;46.891831;-73.241278;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002019;Chasseur, Barrage du;Chasseur, Lac du / Trib.46D.56M.08S.-73D.26M.08S.;Rivière-de-la-Savane;Mékinac;Petit barrage;46.939853;-73.414844;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002020;Boivin, Barrage;Boivin, Lac / Trib.46D.56M.08S.-73D.26M.08S.;Rivière-de-la-Savane;Mékinac;Faible contenance;46.964766;-73.411231;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002021;Bureau, Barrage;Serpent, Lac / Picard, Rivière;Rivière-de-la-Savane;Mékinac;Petit barrage;47.191436;-73.680964;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002022;Crow, Barrage;Crow, Lac / Trib.47D.08M.45S.-73D.43M.34S.;Rivière-de-la-Savane;Mékinac;Forte contenance;47.143028;-73.727167;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002023;Croche, Barrage;Croche, Lac / Savane, Rivière de la;Rivière-de-la-Savane;Mékinac;Faible contenance;47.077546;-73.60624;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002024;Chienne, Barrage à la;Chienne, Lac à la / Chienne, Rivière à la;Rivière-de-la-Savane;Mékinac;Forte contenance;47.017083;-73.512389;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002025;Sables, Barrage des;Sables, Lac des / Vermillon, Rivière;Rivière-de-la-Savane;Mékinac;Forte contenance;47.237389;-73.985306;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002026;Gilardo, Barrage;La Poterie Inférieure, Lac / Vermillon, Rivière;Rivière-de-la-Savane;Mékinac;Forte contenance;47.207575;-73.811733;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002027;Petit-Lac-des-Aigles, Barrage du;Aigles, Petit lac des / Trib.47D.00M.33S.-73D.26M.29S.;Rivière-de-la-Savane;Mékinac;Petit barrage;47.005601;-73.440122;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002028;nan;Trib.46D.27M.30S.-72D.53M.29S.;Charette;Maskinongé;Faible contenance;46.476149;-72.905102;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002029;nan;Trib.46D.27M.30S.-72D.53M.29S.;Charette;Maskinongé;Faible contenance;46.471149;-72.902046;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002030;nan;Trib.46D.25M.28S.-72D.57M.10S.;Charette;Maskinongé;Faible contenance;46.437539;-72.949549;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002032;nan;Repos, Étang du / Trib.46D.25M.28S.-72D.57M.10S.;Charette;Maskinongé;Faible contenance;46.43365;-72.947882;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002033;nan;Garand, Lac / Yamachiche, Rivière;Saint-Élie-de-Caxton;Maskinongé;Petit barrage;46.507538;-72.95427;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002034;nan;Perchaude, Lac à la / Yamachiche, Rivière;Saint-Élie-de-Caxton;Maskinongé;Forte contenance;46.518927;-72.963715;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002035;nan;Chutes, Lac des / Trib.46D.31M.22S.-72D.58M.45S.;Saint-Élie-de-Caxton;Maskinongé;Forte contenance;46.535038;-72.975382;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002036;nan;Île, Lac à l' / Trib.46D.31M.22S.-72D.58M.45S.;Saint-Élie-de-Caxton;Maskinongé;Petit barrage;46.545038;-72.984549;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002037;nan;F1994 / Lac Bell, Décharge du;Saint-Élie-de-Caxton;Maskinongé;Faible contenance;46.490038;-72.899546;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002038;nan;Bellerive, Lac / Lac Bell, Décharge du;Saint-Élie-de-Caxton;Maskinongé;Faible contenance;46.499483;-72.909824;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002039;nan;F2358 / Lac Bell, Décharge du;Saint-Élie-de-Caxton;Maskinongé;Faible contenance;46.498371;-72.908991;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002040;nan;Trib.46D.27M.30S.-72D.53M.29S.;Saint-Élie-de-Caxton;Maskinongé;Faible contenance;46.478927;-72.909824;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002041;nan;Marchand, Lac / Trib.46D.27M.16S.-72D.54M.24S.;Saint-Élie-de-Caxton;Maskinongé;Faible contenance;46.464483;-72.925103;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002042;nan;Trib.46D.30M.03S.-72D.58M.25S.;Saint-Élie-de-Caxton;Maskinongé;Faible contenance;46.503372;-72.969549;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002043;nan;Rose, Petit lac / Trib.46D.29M.33S.-72D.58M.29S.;Saint-Élie-de-Caxton;Maskinongé;Faible contenance;46.503667;-72.976028;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002044;nan;Rose, Petit lac / Trib.46D.30M.03S.-72D.58M.25S.;Saint-Élie-de-Caxton;Maskinongé;Petit barrage;46.501983;-72.974827;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002045;nan;Trib.46D.29M.33S.-72D.58M.29S.;Saint-Élie-de-Caxton;Maskinongé;Petit barrage;46.494205;-72.975105;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002047;nan;Yamachiche, Rivière;Saint-Élie-de-Caxton;Maskinongé;Faible contenance;46.495316;-72.955659;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002048;nan;Trib.46D.32M.35S.-72D.59M.07S.;Saint-Élie-de-Caxton;Maskinongé;Petit barrage;46.543649;-72.987605;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002049;nan;F2305 / Trib.46D.29M.58S.-72D.56M.32S.;Saint-Élie-de-Caxton;Maskinongé;Petit barrage;46.497816;-72.936769;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002050;nan;Yamachiche, Rivière;Saint-Élie-de-Caxton;Maskinongé;Petit barrage;46.487539;-72.965104;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002051;nan;Blanc, Lac / Trib.46D.33M.16S.-72D.56M.10S.;Saint-Mathieu-du-Parc;Maskinongé;Faible contenance;46.551427;-72.937881;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002052;Barrage numéro 0436015002;Souris, Rivière des;Saint-Mathieu-du-Parc;Maskinongé;Faible contenance;46.58726;-72.945381;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002053;nan;Souris, Lac des / Souris, Rivière des;Saint-Mathieu-du-Parc;Maskinongé;Forte contenance;46.583649;-72.963159;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002054;nan;Souris, Rivière des;Saint-Mathieu-du-Parc;Maskinongé;Faible contenance;46.58976;-72.956214;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002055;nan;McLaren, Lac / McLaren, Ruisseau;Saint-Mathieu-du-Parc;Maskinongé;Forte contenance;46.642538;-72.909823;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002056;nan;Huit, Lac des / Trib.46D.35M.41S.-72D.57M.51S.;Saint-Mathieu-du-Parc;Maskinongé;Faible contenance;46.595593;-72.965381;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002057;nan;Adem, Lac / Trib.46D.35M.44S.-72D.53M.03S.;Saint-Mathieu-du-Parc;Maskinongé;Forte contenance;46.593625;-72.881611;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002061;nan;Louise, Lac / Trib.46D.37M.27S.-72D.56M.05S.;Saint-Mathieu-du-Parc;Maskinongé;Faible contenance;46.624204;-72.940658;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002062;nan;MARIE / McLaren, Ruisseau;Saint-Mathieu-du-Parc;Maskinongé;Faible contenance;46.653927;-72.900101;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002063;nan;BONENFANT / Langevin, Ruisseau;Saint-Boniface;Maskinongé;Petit barrage;46.493927;-72.832877;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002064;nan;Bonenfant, Lac / Langevin, Ruisseau;Saint-Boniface;Maskinongé;Faible contenance;46.491811;-72.831328;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002065;nan;Filion, Lac / Sept, Rivière du;Saint-Boniface;Maskinongé;Faible contenance;46.514482;-72.849822;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002066;nan;Trib.46D.28M.47S.-72D.49M.38S.;Saint-Boniface;Maskinongé;Faible contenance;46.48476;-72.823432;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002067;nan;Bernier, Rivière;Saint-Boniface;Maskinongé;Petit barrage;46.52476;-72.823988;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002069;nan;Trib.46D.28M.56S.-72D.52M.45S.;Saint-Boniface;Maskinongé;Faible contenance;46.48976;-72.890657;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002070;nan;Bellerive, Lac / Lac Bell, Décharge du;Saint-Élie-de-Caxton;Maskinongé;Faible contenance;46.498094;-72.905101;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002071;nan;F2252 / Trib.46D.28M.47S.-72D.49M.38S.;Saint-Boniface;Maskinongé;Faible contenance;46.48476;-72.823432;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002072;nan;Aqueduc, Lac de l' / Bernier, Rivière;Saint-Boniface;Maskinongé;Forte contenance;46.541705;-72.856767;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002073;nan;Aqueduc, Lac de l' / Bernier, Rivière;Saint-Boniface;Maskinongé;Faible contenance;46.541982;-72.856211;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002074;nan;Îles , Lac des / Lac des Îles, Rivière du;Saint-Boniface;Maskinongé;Forte contenance;46.518197;-72.914006;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002075;Culbute, Barrage de la;Shawinigan, Petit lac;Saint-Mathieu-du-Parc;Maskinongé;Forte contenance;46.6577;-73.0607;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002078;nan;Shawinigan, Rivière;Shawinigan;Ville de Shawinigan;Faible contenance;46.553094;-72.758707;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002079;Shawinigan-2, Barrage de;Saint-Maurice, Rivière;Shawinigan;Ville de Shawinigan;Forte contenance;46.535316;-72.765374;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002080;Shawinigan-3, Barrage de;Saint-Maurice, Rivière;Shawinigan;Ville de Shawinigan;Forte contenance;46.534205;-72.764263;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002081;Melville, Barrage;Saint-Maurice, Rivière;Shawinigan;Ville de Shawinigan;Forte contenance;46.533482;-72.759596;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002082;Almaville, Barrage d';Saint-Maurice, Rivière;Shawinigan;Ville de Shawinigan;Forte contenance;46.5307;-72.7565;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002084;Sincennes, Barrage;Sincennes, Lac / Trib.47D.31M.53S.-73D.53M.45S.;La Tuque;La Tuque;Forte contenance;47.520278;-73.881806;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002085;Mondonac, Barrage;Mondonac, Lac / Mondonac, Rivière;La Tuque;La Tuque;Forte contenance;47.469498;-73.929575;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002089;nan;Giguère, Crique à;Shawinigan;Ville de Shawinigan;Faible contenance;46.534205;-72.723151;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002090;nan;Loranger, Lac / Pelletier, Ruisseau;Shawinigan;Ville de Shawinigan;Faible contenance;46.513649;-72.736484;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002091;nan;Hébert, Lac / Trib.46D.29M.04S.-72D.44M.17S.;Shawinigan;Ville de Shawinigan;Faible contenance;46.48476;-72.733707;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002092;nan;Trib.46D.28M.31S.-72D.35M.20S.;Notre-Dame-du-Mont-Carmel;Des Chenaux;Petit barrage;46.480315;-72.608424;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002093;nan;F1996 / Trib.46D.28M.39S.72D.35M.50S.;Notre-Dame-du-Mont-Carmel;Des Chenaux;Faible contenance;46.47837;-72.597035;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002094;nan;Trib.46D.28M.36S.-72D.37M.26S.;Notre-Dame-du-Mont-Carmel;Des Chenaux;Faible contenance;46.478648;-72.626203;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002095;nan;Doucet, Lac / Champlain, Rivière;Notre-Dame-du-Mont-Carmel;Des Chenaux;Faible contenance;46.466148;-72.643426;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002096;nan;Champlain, Rivière;Notre-Dame-du-Mont-Carmel;Des Chenaux;Faible contenance;46.486704;-72.650092;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002097;nan;F2249 / Îlet, Ruisseau de l';Notre-Dame-du-Mont-Carmel;Des Chenaux;Faible contenance;46.443926;-72.656204;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002098;nan;Îlet, Ruisseau de l';Notre-Dame-du-Mont-Carmel;Des Chenaux;Faible contenance;46.463333;-72.67125;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002099;nan;Bédard, Lac / Terres Noires, Ruisseau des;Notre-Dame-du-Mont-Carmel;Des Chenaux;Faible contenance;46.473371;-72.667038;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002100;nan;Saint-Cyr, Lac / Trib.46D.26M.26S.-72D.43M.45S.;Notre-Dame-du-Mont-Carmel;Des Chenaux;Faible contenance;46.442538;-72.726762;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002101;nan;Trib.46D.27M.57S.-72D.44M.59S.;Notre-Dame-du-Mont-Carmel;Des Chenaux;Petit barrage;46.46726;-72.745096;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002102;nan;Trib.46D.27M.28S.-72D.43M.26S.;Notre-Dame-du-Mont-Carmel;Des Chenaux;Petit barrage;46.470593;-72.726207;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002103;nan;Bellevue, Lac / Trib.46D.27M.43S.-72D.42M.34S.;Notre-Dame-du-Mont-Carmel;Des Chenaux;Faible contenance;46.464204;-72.712039;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002104;nan;F2250 / Trib.46D.27M.43S.-72D.42M.34S.;Notre-Dame-du-Mont-Carmel;Des Chenaux;Petit barrage;46.465315;-72.711484;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002105;nan;Terres Noires, Ruisseau des;Notre-Dame-du-Mont-Carmel;Des Chenaux;Faible contenance;46.465315;-72.663982;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002106;nan;Lord, Ruisseau;Notre-Dame-du-Mont-Carmel;Des Chenaux;Faible contenance;46.463648;-72.634814;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002110;Vergne, Barrage;Vergne, Lac / Lavergne, Cours d'eau;Shawinigan;Ville de Shawinigan;Faible contenance;46.60476;-72.73954;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002111;nan;Grand-Mère, Rivière;Shawinigan;Ville de Shawinigan;Faible contenance;46.625871;-72.737595;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002112;nan;Trib.46D.37M.28S.-72D.44M.17S.;Shawinigan;Ville de Shawinigan;Faible contenance;46.628542;-72.735778;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002114;nan;Montclair, Lac;Shawinigan;Ville de Shawinigan;Faible contenance;46.599482;-72.834822;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002115;nan;Alika, Lac / Trib.46D.35M.29S.-72D.47M.58S.;Shawinigan;Ville de Shawinigan;Faible contenance;46.594482;-72.803154;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002116;nan;Trib.46D.35M.29S.-72D.47M.58S.;Shawinigan;Ville de Shawinigan;Petit barrage;46.593371;-72.801765;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002117;nan;Minogami, Lac;Shawinigan;Ville de Shawinigan;Petit barrage;46.660576;-72.863527;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002118;nan;Lamarre, Lac / Lac Turner, Décharge du;Shawinigan;Ville de Shawinigan;Forte contenance;46.688371;-72.786486;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002119;nan;Lac Turner, Décharge du;Shawinigan;Ville de Shawinigan;Faible contenance;46.689389;-72.785306;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002121;nan;Lac Turner, Décharge du;Shawinigan;Ville de Shawinigan;Faible contenance;46.692816;-72.805932;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002123;Croix, Barrage en;Croix, Lac en / Shawinigan, Rivière;Saint-Mathieu-du-Parc;Maskinongé;Forte contenance;46.651944;-73.029167;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002124;nan;Envies, Rivière des;Saint-Stanislas;Des Chenaux;Petit barrage;46.622815;-72.408694;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002126;Saint-Narcisse, Barrage de;Batiscan, Rivière;Saint-Narcisse;Des Chenaux;Forte contenance;46.558231;-72.413361;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002127;nan;Trib.46D.32M.58S.-72D.22M.45S.;Sainte-Geneviève-de-Batiscan;Des Chenaux;Faible contenance;46.554759;-72.377304;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0002128;nan;Trib.46D.32M.58S.-72D.22M.45S.;Sainte-Geneviève-de-Batiscan;Des Chenaux;Faible contenance;46.552536;-72.382582;https://www.cehq.gouv.qc.ca/barrages/default.asp
