numero;nom;plan_eau;municipalite;mrc;categorie;lat;lon;url_fiche
X0000462;nan;Trib.48D.18M.20S.-67D.01M.31S.;Sainte-Marguerite-Marie;La Matapédia;Faible contenance;48.313489;-67.045592;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000463;nan;MILLE TRUITES / Fortin, Ruisseau;Sainte-Florence;La Matapédia;Faible contenance;48.295569;-67.242742;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000464;nan;Fortin, Ruisseau;Sainte-Florence;La Matapédia;Faible contenance;48.296056;-67.23475;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000466;nan;CASGRAIN;Albertville;La Matapédia;Faible contenance;48.327044;-67.354769;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000467;nan;Trib.48D.19M.42S.-67D.35M.33S.;Saint-Zénon-du-Lac-Humqui;La Matapédia;Petit barrage;48.329439;-67.594319;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000468;nan;Pearson, Ruisseau;Amqui;La Matapédia;Faible contenance;48.46305;-67.416386;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000469;Grand-Réservoir, Barrage du;Aqueduc, Ruisseau de l';Lac-au-Saumon;La Matapédia;Faible contenance;48.408083;-67.348447;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000471;nan;Lemieux, Ruisseau;Saint-Vianney;La Matapédia;Faible contenance;48.584533;-67.438214;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000472;nan;TRIB.48D.37M.05S.-67D.25M.46S.;Saint-Vianney;La Matapédia;Petit barrage;48.613069;-67.438653;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000473;nan;Trib.48D.36M.25S.-67D.17M.58S.;Saint-Vianney;La Matapédia;Faible contenance;48.597239;-67.342756;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000474;nan;Charette, Cours d'eau;Sayabec;La Matapédia;Faible contenance;48.538089;-67.676208;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000476;nan;Jos-Plourde, Étang à / Lac du Quinzième Mille, Décharge du;Saint-Moïse;La Matapédia;Faible contenance;48.54827;-67.87527;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000478;Casault, Barrage;Casault, Lac / Casault, Rivière;Lac-Casault;La Matapédia;Forte contenance;48.508264;-67.187122;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000479;nan;Causapscal Sud, Rivière;Lac-Casault;La Matapédia;Faible contenance;48.433581;-66.971281;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000480;nan;F2311 / Trib.48D.27M.24S.-66D.52M.24S.;Ruisseau-des-Mineurs;La Matapédia;Faible contenance;48.484617;-66.843186;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000481;Frenette-1, Barrage;Frenette, Lac / Trib.48D.32M.22S.-67D.03M.39S.;Ruisseau-des-Mineurs;La Matapédia;Petit barrage;48.530333;-67.060333;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000482;Frenette-2, Barrage;Trib.48D.32M.22S.-67D.03M.39S.;Ruisseau-des-Mineurs;La Matapédia;Petit barrage;48.534064;-67.059614;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000483;Lac-du-Nord, Barrage du;Nord, Lac du / Nord, Ruisseau du;Ruisseau-des-Mineurs;La Matapédia;Forte contenance;48.550953;-67.008789;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000484;nan;Keable, Ruisseau;Les Méchins;La Matanie;Faible contenance;48.985844;-66.994131;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000485;nan;Grosses Roches, Ruisseau des;Grosses-Roches;La Matanie;Faible contenance;48.938639;-67.170528;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000487;nan;Savard, Ruisseau;Sainte-Félicité;La Matanie;Faible contenance;48.877292;-67.311789;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000490;nan;Trib.48D.48M.29S.-67D.15M.01S.;Saint-Adelme;La Matanie;Petit barrage;48.823478;-67.268203;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000491;nan;;Saint-Adelme;La Matanie;Faible contenance;48.820585;-67.296527;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000492;nan;Gagnon, Ruisseau;Saint-Adelme;La Matanie;Faible contenance;48.821189;-67.309547;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000494;Canards, Barrage aux;Canards, Lac aux / Petchedetz Est, Rivière;Saint-Léandre;La Matanie;Faible contenance;48.699731;-67.542456;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000496;nan;Noël, Ruisseau à;Saint-Tharcisius;La Matapédia;Faible contenance;48.538461;-67.305239;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000497;nan;Paul, Lac à / Trib.48D.46M.54S.-67D.26M.53S.;Matane;La Matanie;Faible contenance;48.77885;-67.446847;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000499;Bernier, Barrage;Bernier, Lac / Trib.48D.47M.51S.-67D.32M.10S.;Matane;La Matanie;Petit barrage;48.784778;-67.504517;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000500;nan;Petit Bras, Le;Matane;La Matanie;Faible contenance;48.809933;-67.576753;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000501;Mathieu-D'Amours, Barrage;Matane, Rivière;Matane;La Matanie;Forte contenance;48.843564;-67.528708;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000502;nan;;Matane;La Matanie;Faible contenance;48.822;-67.475806;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000506;nan;Trib.48D.44M.14S.-67D.42M.02S.;Saint-Ulric;La Matanie;Faible contenance;48.736331;-67.700081;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000507;nan;Alex, Rivière;Saint-Ulric;La Matanie;Faible contenance;48.738156;-67.700442;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000509;nan;Trib.48D.45M.32S.-67D.39M.54S.;Saint-Ulric;La Matanie;Faible contenance;48.758858;-67.658983;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000512;nan;;Baie-des-Sables;La Matanie;Faible contenance;48.71725;-67.850222;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000515;Étang-à-la-Truite, Barrage de l';Truite, Étang à la / Truite, Rivière à la;Rivière-Bonjour;La Matanie;Forte contenance;48.679261;-66.786194;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000516;Lac-Bonjour, Barrage du;Bonjour, Lac / Bonjour, Rivière;Rivière-Bonjour;La Matanie;Forte contenance;48.742794;-66.800108;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000517;Lac-Matane, Barrage du;Matane, Lac / Matane, Rivière;Rivière-Bonjour;La Matanie;Forte contenance;48.690289;-66.971844;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000518;Lac-Duvivier, Barrage du;Duvivier, Lac / Duvivier, Rivière;Rivière-Bonjour;La Matanie;Forte contenance;48.6987;-67.145944;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000519;nan;Sec, Ruisseau;La Rédemption;La Mitis;Faible contenance;48.448014;-67.841842;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000520;Mont-Joli, Barrage de;Mitis, Rivière;Sainte-Jeanne-d'Arc-de-la-Mitis;La Mitis;Faible contenance;48.439783;-67.986728;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000521;nan;Trib.48D.29M.29S.-68D.15M.44S.;Saint-Donat;La Mitis;Faible contenance;48.473822;-68.252625;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000522;nan;Sauvages, Ruisseau des;Saint-Donat;La Mitis;Faible contenance;48.501403;-68.299872;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000523;nan;Théophane-Rodrigue, Lac à / Trib.48D.29M.09S.-68D.18M.59S;Saint-Donat;La Mitis;Faible contenance;48.47308;-68.314966;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000524;nan;Louis-Philippe-Canuel, Lac à / Hallé, Ruisseau;Saint-Donat;La Mitis;Faible contenance;48.473842;-68.308844;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000528;nan;Plourde, Ruisseau;Métis-sur-Mer;La Mitis;Faible contenance;48.674244;-67.935942;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000529;nan;Trib.48D.40M.27S.-67D.56M.13S.;Métis-sur-Mer;La Mitis;Faible contenance;48.673256;-67.937847;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000530;Astle, Barrage;Lac Astle, Décharge du;Métis-sur-Mer;La Mitis;Faible contenance;48.6639;-67.986033;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000531;nan;Savard, Branche;Saint-Octave-de-Métis;La Mitis;Faible contenance;48.587742;-68.044339;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000532;nan;Aqueduc des Price, Ruisseau de l';Saint-Octave-de-Métis;La Mitis;Faible contenance;48.582919;-68.094131;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000533;nan;Roy, Lacs / Savard, Branche;Saint-Octave-de-Métis;La Mitis;Faible contenance;48.580997;-68.062892;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000534;nan;Roy, Lacs / Mercier, Cours d'eau;Saint-Octave-de-Métis;La Mitis;Forte contenance;48.585408;-68.058317;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000535;Mitis-2, Barrage de la;Mitis, Rivière;Sainte-Flavie;La Mitis;Forte contenance;48.6189;-68.139628;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000536;Mitis-1, Barrage de la;Mitis, Rivière;Price;La Mitis;Forte contenance;48.603363;-68.136007;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000537;nan;F1629 / Joseph-Pelletier, Ruisseau;Sainte-Luce;La Mitis;Faible contenance;48.524731;-68.306725;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000538;Zéphir, Barrage;Zéphir, Étang / Wiers, Ruisseau;Lac-des-Eaux-Mortes;La Mitis;Petit barrage;48.040956;-67.690558;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000539;Grand-Lac-Neigette, Barrage du;Neigette, Grand lac / Neigette, Rivière;Lac-des-Eaux-Mortes;La Mitis;Forte contenance;48.280386;-68.185639;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000540;Petit-Lac-Neigette, Barrage du;Neigette, Petit lac / Neigette, Rivière;Lac-des-Eaux-Mortes;La Mitis;Forte contenance;48.307044;-68.216761;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000541;Eaux-Mortes, Barrage des;Eaux Mortes, Lac des / Mistigougèche, Rivière;Lac-des-Eaux-Mortes;La Mitis;Forte contenance;48.254944;-68.0815;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000542;Lac-Mitis-Inférieur, Remblai du;Inférieur, Lac / Mitis, Rivière;Lac-des-Eaux-Mortes;La Mitis;Forte contenance (parent);48.328056;-67.902056;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000543;Mitis, Barrage;Inférieur, Lac / Mitis, Rivière;Lac-des-Eaux-Mortes;La Mitis;Forte contenance;48.325428;-67.907761;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000544;Lac-Mitis-Supérieur-1, Remblai du;Supérieur, Lac / Patapédia Est, Rivière;Lac-des-Eaux-Mortes;La Mitis;Forte contenance;48.183556;-67.686361;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000545;Lac-Mitis-Supérieur-2, Remblai du;Supérieur, Lac / Patapédia Est, Rivière;Lac-des-Eaux-Mortes;La Mitis;Forte contenance;48.185056;-67.684417;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000546;nan;Coulée, Lac de la / Castor, Ruisseau du;Esprit-Saint;Rimouski-Neigette;Faible contenance;48.073558;-68.565153;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000547;nan;Lavoie, Lac / Trib.48D.01M.05S.-68D.37M.10S.;Esprit-Saint;Rimouski-Neigette;Forte contenance;48.062278;-68.553581;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000548;nan;Trib.48D.01M.05S.-68D.37M.10S.;Esprit-Saint;Rimouski-Neigette;Faible contenance;48.063603;-68.552214;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000549;nan;;Esprit-Saint;Rimouski-Neigette;Petit barrage;48.047694;-68.584139;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000551;nan;F2112 / Cenellier, Rivière du;La Trinité-des-Monts;Rimouski-Neigette;Faible contenance;48.110858;-68.490739;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000553;nan;Trib.48D.08M.27S.-68D.26M.19S.;La Trinité-des-Monts;Rimouski-Neigette;Faible contenance;48.146272;-68.445483;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000554;nan;Trib.48D.10M.21S.-68D.26M.52S.;La Trinité-des-Monts;Rimouski-Neigette;Faible contenance;48.172558;-68.448225;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000559;nan;Trib.48D.19M.14S.-68D.22M.25S.;Saint-Narcisse-de-Rimouski;Rimouski-Neigette;Faible contenance;48.316433;-68.370575;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000560;nan;JACOB (PETIT, À) / Trib.48D.19M.14S.-68D.22M.25S.;Saint-Narcisse-de-Rimouski;Rimouski-Neigette;Forte contenance;48.314889;-68.371344;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000561;nan;Trib.48D.20M.54S.-68D.13M.44S.;Saint-Marcellin;Rimouski-Neigette;Petit barrage;48.339808;-68.256033;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000562;Lunettes, Barrage;Lunettes, Lac / Lunettes, Rivière;Saint-Marcellin;Rimouski-Neigette;Forte contenance;48.310925;-68.310886;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000563;nan;Lunettes, Rivière;Saint-Marcellin;Rimouski-Neigette;Petit barrage;48.325844;-68.359406;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000564;nan;Caron, Lac / Trib.48D.21M.26S.-68D.20M.08S.;Saint-Marcellin;Rimouski-Neigette;Petit barrage;48.356108;-68.331211;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000565;nan;Trib.48D.21M.42S.-68D.22M.08S.;Saint-Marcellin;Rimouski-Neigette;Faible contenance;48.356729;-68.338255;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000566;nan;Neigette, Rivière;Saint-Anaclet-de-Lessard;Rimouski-Neigette;Faible contenance;48.406061;-68.353583;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000568;Neigette, Barrage de la;Neigette, Rivière;Saint-Anaclet-de-Lessard;Rimouski-Neigette;Forte contenance;48.430756;-68.353781;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000569;Desrosiers, Barrage;Desrosiers, Lac / Germain-Roy, Rivière;Saint-Anaclet-de-Lessard;Rimouski-Neigette;Petit barrage;48.44653;-68.394222;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000570;Germain-Roy, Barrage;Germain-Roy, Rivière;Saint-Anaclet-de-Lessard;Rimouski-Neigette;Faible contenance;48.461339;-68.423247;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000571;nan;Rimouski, Rivière;Rimouski;Rimouski-Neigette;Forte contenance;48.410556;-68.5525;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000572;Price, Écluse;Rimouski, Rivière;Rimouski;Rimouski-Neigette;Forte contenance;48.444367;-68.538306;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000573;Linda, Barrage à;Linda, Lac à / Trib.48D.20M.49S.-68D.31M.41S.;Rimouski;Rimouski-Neigette;Forte contenance;48.361961;-68.519622;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000574;nan;Trib.48D.20M.49S.-68D.31M.41S.;Rimouski;Rimouski-Neigette;Faible contenance;48.364139;-68.516417;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000575;nan;;Rimouski;Rimouski-Neigette;Faible contenance;48.364667;-68.515889;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000576;nan;Trib.48D.21M.50S.-68D.32M.29S.;Rimouski;Rimouski-Neigette;Faible contenance;48.368889;-68.534444;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000579;Brûlé, Barrage du;Brûlé, Rivière du;Rimouski;Rimouski-Neigette;Faible contenance;48.3769;-68.520583;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000580;nan;Trib.48D.23M.59S.-68D.27M.00S.;Rimouski;Rimouski-Neigette;Faible contenance;48.395683;-68.481942;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000582;nan;Lac Vaseux, Décharge du;Saint-Valérien;Rimouski-Neigette;Faible contenance;48.307642;-68.718631;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000587;nan;;Saint-Fabien;Rimouski-Neigette;Faible contenance;48.255278;-68.857778;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000588;nan;Trib.48D.17M.15S.-68D.47M.15S.;Saint-Fabien;Rimouski-Neigette;Faible contenance;48.258744;-68.819242;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000592;nan;Bic, Rivière du;Saint-Eugène-de-Ladrière;Rimouski-Neigette;Faible contenance;48.237394;-68.808717;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000593;Petit-Lac-Cossette, Barrage du;Cossette, Petit lac / Accores, Rivière des;Saint-Eugène-de-Ladrière;Rimouski-Neigette;Forte contenance;48.175061;-68.717381;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000594;Doucette, Barrage;Doucette, Lac / Accores, Rivière des;Saint-Eugène-de-Ladrière;Rimouski-Neigette;Forte contenance;48.210058;-68.688094;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000595;Vingt-Quatre-Arpents, Barrage des;Vingt-Quatre Arpents, Lac des / Accores, Rivière des;Saint-Eugène-de-Ladrière;Rimouski-Neigette;Forte contenance;48.201414;-68.686306;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000597;Prime, Barrage;Sifroi, Étangs de la / Rimouski Est, Rivière;Lac-Huron;Rimouski-Neigette;Forte contenance;48.177692;-68.244769;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000600;Lac-Rimouski, Barrage du;Rimouski, Lac / Rimouski, Rivière;Lac-Huron;Rimouski-Neigette;Forte contenance;48.023861;-68.221417;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000602;Lac-des-Baies, Barrage du;Baies, Lac des / Blanche, Rivière;Saint-Eugène-de-Ladrière;Rimouski-Neigette;Forte contenance;48.175781;-68.653708;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000603;Touradi, Barrage;Touradi, Petit lac / Touradi, Petite rivière;Saint-Eugène-de-Ladrière;Rimouski-Neigette;Forte contenance;48.16975;-68.640556;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000605;nan;Trois Pistoles, Rivière des;Saint-Clément;Les Basques;Faible contenance;47.936164;-69.066733;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000606;nan;Sénescoupé, Rivière;Saint-Clément;Les Basques;Faible contenance;47.921144;-69.085172;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000609;nan;Florient, Lac à / Trib.48D.02M.30S.-68D.47M.10S;Lac-des-Aigles;Témiscouata;Faible contenance;48.037053;-68.788614;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000611;nan;;Sainte-Françoise;Les Basques;Faible contenance;48.088056;-69.075083;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000612;nan;;Sainte-Françoise;Les Basques;Petit barrage;48.11025;-69.049694;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000613;nan;;Sainte-Françoise;Les Basques;Faible contenance;48.065194;-69.133639;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000616;Renouf, Barrage;Renouf, Rivière;Notre-Dame-des-Neiges;Les Basques;Faible contenance;48.097278;-69.168417;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000617;nan;Trib.47D.50M.58S.-69D.00M.39S.;Saint-Cyprien;Rivière-du-Loup;Faible contenance;47.846008;-69.020661;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000618;Lac-de-la-Grande-Fourche, Barrage du;Grande Fourche, Lac de la / Sénescoupé, Rivière;Saint-Hubert-de-Rivière-du-Loup;Rivière-du-Loup;Forte contenance;47.794183;-69.185883;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000620;nan;Sud du Village, Cours d'eau au;Saint-Hubert-de-Rivière-du-Loup;Rivière-du-Loup;Faible contenance;47.789856;-69.133483;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000621;Hickson, Barrage;Hickson, Lac / Trib.47D.45M.31S.-69D.27M.53S.;Saint-Antonin;Rivière-du-Loup;Faible contenance;47.766006;-69.430719;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000622;nan;Fourchue, Rivière;Saint-Alexandre-de-Kamouraska;Kamouraska;Faible contenance;47.688717;-69.526128;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000623;nan;Trib.47D.45M.31S.-69D.27M.53S.;Saint-Antonin;Rivière-du-Loup;Faible contenance;47.765861;-69.438167;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000624;nan;Bérubé, Lac / Trib.47D.45M.27S.-69D.24M.05S.;Saint-Antonin;Rivière-du-Loup;Petit barrage;47.742922;-69.385972;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000625;nan;Loup, Petite rivière du;Saint-Antonin;Rivière-du-Loup;Faible contenance;47.755581;-69.469097;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000626;nan;Loup, Petite rivière du;Saint-Antonin;Rivière-du-Loup;Faible contenance;47.755739;-69.469653;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000627;nan;Loup, Rivière du;Saint-Antonin;Rivière-du-Loup;Forte contenance;47.748936;-69.520617;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000629;Haut, Barrage du;Haut, Étang du / Pépinière, Ruisseau de la;Saint-Modeste;Rivière-du-Loup;Forte contenance;47.834719;-69.382525;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000630;Centre, Barrage du;Centre, Étang du / Pépinière, Ruisseau de la;Saint-Modeste;Rivière-du-Loup;Faible contenance;47.840307;-69.385507;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000631;Bas, Barrage du;Bas, Étang du / Pépinière, Ruisseau de la;Saint-Modeste;Rivière-du-Loup;Faible contenance;47.840606;-69.392111;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000632;nan;F2107 / Trib.47D.49M.19S.-69D.26M.01S.;Saint-Modeste;Rivière-du-Loup;Faible contenance;47.807947;-69.419939;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000633;nan;Trib.47D.49M.19S.-69D.26M.01S.;Saint-Modeste;Rivière-du-Loup;Faible contenance;47.802675;-69.420608;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000634;nan;Trib.47D.49M.19S.-69D.26M.01S.;Saint-Modeste;Rivière-du-Loup;Faible contenance;47.803439;-69.419497;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000635;nan;Trib.47D.49M.19S.-69D.26M.01S.;Saint-Modeste;Rivière-du-Loup;Petit barrage;47.814008;-69.418839;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000636;nan;Trib.47D.49M.19S.-69D.26M.01S.;Saint-Modeste;Rivière-du-Loup;Faible contenance;47.81595;-69.419867;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000637;nan;Trib.47D.49M.19S.-69D.26M.01S.;Saint-Modeste;Rivière-du-Loup;Faible contenance;47.789264;-69.407472;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000642;nan;;Saint-François-Xavier-de-Viger;Rivière-du-Loup;Faible contenance;47.852889;-69.237472;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000643;nan;Bérubé, Lac / Mariakèche, Rivière;Saint-François-Xavier-de-Viger;Rivière-du-Loup;Petit barrage;47.857439;-69.180022;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000644;nan;;Saint-François-Xavier-de-Viger;Rivière-du-Loup;Forte contenance;47.890139;-69.209278;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000645;nan;Trib.47D.55M.59S.-69D.11M.03S.;Saint-François-Xavier-de-Viger;Rivière-du-Loup;Forte contenance;47.893278;-69.208806;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000646;nan;;Saint-François-Xavier-de-Viger;Rivière-du-Loup;Faible contenance;47.86125;-69.288639;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000647;nan;;Saint-François-Xavier-de-Viger;Rivière-du-Loup;Faible contenance;47.861167;-69.28975;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000649;nan;;Saint-François-Xavier-de-Viger;Rivière-du-Loup;Faible contenance;47.859583;-69.286944;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000650;nan;Cacouna, Rivière;Saint-Épiphane;Rivière-du-Loup;Faible contenance;47.894314;-69.3368;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000652;nan;Trib.47D.58M.05S.-69D.15M.27S.;L'Isle-Verte;Rivière-du-Loup;Forte contenance;47.987717;-69.2389;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000653;nan;;L'Isle-Verte;Rivière-du-Loup;Faible contenance;47.990578;-69.237169;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000655;nan;Trib.47D.58M.05S.-69D.15M.27S.;L'Isle-Verte;Rivière-du-Loup;Faible contenance;47.985733;-69.239339;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000658;Fraser, Barrage;Loup, Rivière du;Rivière-du-Loup;Rivière-du-Loup;Forte contenance;47.840833;-69.529683;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000659;Rivière-du-Loup, Barrage de;Loup, Rivière du;Rivière-du-Loup;Rivière-du-Loup;Forte contenance;47.830208;-69.529481;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000660;Chute-à-Gauthier, Barrage de la;Loup, Rivière du;Rivière-du-Loup;Rivière-du-Loup;Faible contenance;47.832581;-69.530611;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000662;Témiscouata, Barrage;Témiscouata, Lac / Madawaska, Rivière;Dégelis;Témiscouata;Forte contenance;47.570872;-68.642233;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000663;nan;Perches, Rivière aux;Dégelis;Témiscouata;Faible contenance;47.540047;-68.676992;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000664;Grand-Lac-Benedict, Barrage du;Benedict, Grand lac / Trib.47D.37M.13S.-68D.52M.24S.;Dégelis;Témiscouata;Faible contenance;47.725161;-68.414106;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000665;Caribou, Barrage;Caribou, Lac / TRIB.47D.34M.48S.-68D.30M.00S.;Dégelis;Témiscouata;Petit barrage;47.570958;-68.486611;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000668;nan;Pelletier, Lac à / Baker Nord, Ruisseau;Packington;Témiscouata;Petit barrage;47.514306;-68.828075;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000671;nan;Omer-Boutin, Ruisseau d';Saint-Marc-du-Lac-Long;Témiscouata;Faible contenance;47.400578;-68.884014;https://www.cehq.gouv.qc.ca/barrages/default.asp
X0000674;nan;Pelletier, Ruisseau;Rivière-Bleue;Témiscouata;Faible contenance;47.408228;-69.005111;https://www.cehq.gouv.qc.ca/barrages/default.asp
